Frame Number,Moods
518,"[['calm', 0.33390361070632935], ['sad', 0.2089046686887741], ['angry', 0.11594580858945847], ['happy', 0.08081488311290741], ['good', 0.06248747184872627]]"
519,"[['calm', 0.3357571065425873], ['sad', 0.21278777718544006], ['angry', 0.11654449254274368], ['happy', 0.08345548808574677], ['good', 0.06305917352437973]]"
520,"[['calm', 0.3240722417831421], ['sad', 0.20685909688472748], ['angry', 0.11252020299434662], ['happy', 0.08724081516265869], ['good', 0.06612016260623932]]"
521,"[['calm', 0.3100181818008423], ['sad', 0.2018490433692932], ['angry', 0.11872030794620514], ['happy', 0.09356282651424408], ['good', 0.07036684453487396]]"
522,"[['calm', 0.30823731422424316], ['sad', 0.20438066124916077], ['angry', 0.12258022278547287], ['happy', 0.09754117578268051], ['good', 0.07159433513879776]]"
523,"[['calm', 0.3115305006504059], ['sad', 0.21193630993366241], ['angry', 0.12399457395076752], ['happy', 0.10362162441015244], ['good', 0.07118235528469086]]"
524,"[['calm', 0.31509941816329956], ['sad', 0.22522050142288208], ['angry', 0.12117104977369308], ['happy', 0.10417476296424866], ['good', 0.06883655488491058]]"
525,"[['calm', 0.32179000973701477], ['sad', 0.24618300795555115], ['angry', 0.12641815841197968], ['happy', 0.10173112899065018], ['good', 0.0668775886297226]]"
526,"[['calm', 0.3192307651042938], ['sad', 0.24415035545825958], ['angry', 0.1213071420788765], ['happy', 0.10107912868261337], ['good', 0.06553686410188675]]"
527,"[['calm', 0.3229503631591797], ['sad', 0.25062525272369385], ['angry', 0.12236227095127106], ['happy', 0.10341551899909973], ['good', 0.06467053294181824]]"
528,"[['calm', 0.3227405548095703], ['sad', 0.24886272847652435], ['angry', 0.12423895299434662], ['happy', 0.10697159171104431], ['good', 0.06282860040664673]]"
529,"[['calm', 0.31978005170822144], ['sad', 0.23644521832466125], ['angry', 0.11770661920309067], ['happy', 0.10778441280126572], ['serious', 0.0628642588853836]]"
530,"[['calm', 0.31884583830833435], ['sad', 0.23422443866729736], ['angry', 0.12109478563070297], ['happy', 0.10894065350294113], ['serious', 0.06628483533859253]]"
531,"[['calm', 0.32213273644447327], ['sad', 0.24248509109020233], ['angry', 0.12944373488426208], ['happy', 0.11265700310468674], ['serious', 0.06749042868614197]]"
532,"[['calm', 0.32496634125709534], ['sad', 0.23998665809631348], ['angry', 0.1365251988172531], ['happy', 0.11880841851234436], ['serious', 0.06872507929801941]]"
533,"[['calm', 0.32835260033607483], ['sad', 0.24065738916397095], ['angry', 0.14524510502815247], ['happy', 0.12569987773895264], ['serious', 0.0701960101723671]]"
534,"[['calm', 0.34122005105018616], ['sad', 0.2412063330411911], ['angry', 0.1479380577802658], ['happy', 0.12741491198539734], ['serious', 0.07219355553388596]]"
535,"[['calm', 0.3597084879875183], ['sad', 0.24391700327396393], ['angry', 0.14842499792575836], ['happy', 0.1258838176727295], ['serious', 0.07389434427022934]]"
536,"[['calm', 0.3629230856895447], ['sad', 0.24667176604270935], ['angry', 0.1483539342880249], ['happy', 0.12427885830402374], ['serious', 0.07408268749713898]]"
537,"[['calm', 0.3676703870296478], ['sad', 0.2534852623939514], ['angry', 0.14927957952022552], ['happy', 0.1226503774523735], ['serious', 0.07446405291557312]]"
538,"[['calm', 0.36849722266197205], ['sad', 0.2589344084262848], ['angry', 0.15349344909191132], ['happy', 0.11986079066991806], ['serious', 0.07553018629550934]]"
539,"[['calm', 0.37918204069137573], ['sad', 0.26491817831993103], ['angry', 0.160193532705307], ['happy', 0.12059425562620163], ['serious', 0.07552012801170349]]"
540,"[['calm', 0.3735572099685669], ['sad', 0.2666461169719696], ['angry', 0.17056533694267273], ['happy', 0.12389152497053146], ['serious', 0.0778554379940033]]"
541,"[['calm', 0.37618115544319153], ['sad', 0.27405422925949097], ['angry', 0.17111729085445404], ['happy', 0.12636271119117737], ['serious', 0.07661724835634232]]"
542,"[['calm', 0.37020671367645264], ['sad', 0.2701074779033661], ['angry', 0.1690690815448761], ['happy', 0.12656034529209137], ['serious', 0.07889408618211746]]"
543,"[['calm', 0.35463786125183105], ['sad', 0.26622074842453003], ['angry', 0.17199112474918365], ['happy', 0.12777651846408844], ['serious', 0.07768392562866211]]"
544,"[['calm', 0.34500789642333984], ['sad', 0.26241591572761536], ['angry', 0.1654023677110672], ['happy', 0.12727545201778412], ['serious', 0.07509191334247589]]"
545,"[['calm', 0.3484455645084381], ['sad', 0.26788029074668884], ['angry', 0.16078010201454163], ['happy', 0.127399742603302], ['serious', 0.07122306525707245]]"
546,"[['calm', 0.34215888381004333], ['sad', 0.26138508319854736], ['angry', 0.15846723318099976], ['happy', 0.132164865732193], ['serious', 0.06773895025253296]]"
547,"[['calm', 0.3432155251502991], ['sad', 0.2618609666824341], ['angry', 0.15109771490097046], ['happy', 0.11905870586633682], ['serious', 0.06606400012969971]]"
548,"[['calm', 0.33480438590049744], ['sad', 0.2624949514865875], ['angry', 0.14897297322750092], ['happy', 0.12047597020864487], ['serious', 0.06396286189556122]]"
549,"[['calm', 0.31996703147888184], ['sad', 0.2568279802799225], ['angry', 0.14180462062358856], ['happy', 0.1179879903793335], ['serious', 0.06292590498924255]]"
550,"[['calm', 0.3151417672634125], ['sad', 0.2670065760612488], ['angry', 0.13975247740745544], ['happy', 0.1122063547372818], ['serious', 0.06058034673333168]]"
551,"[['calm', 0.30365440249443054], ['sad', 0.26424893736839294], ['angry', 0.14083492755889893], ['happy', 0.11439722031354904], ['serious', 0.06215634196996689]]"
552,"[['calm', 0.2952200770378113], ['sad', 0.27578696608543396], ['angry', 0.14865416288375854], ['happy', 0.11999032646417618], ['serious', 0.06479468196630478]]"
553,"[['calm', 0.2954523265361786], ['sad', 0.27485671639442444], ['angry', 0.14103864133358002], ['happy', 0.1096276044845581], ['serious', 0.06554825603961945]]"
554,"[['calm', 0.3093293011188507], ['sad', 0.2927907407283783], ['angry', 0.1355913132429123], ['happy', 0.10546594113111496], ['serious', 0.06759970635175705]]"
555,"[['calm', 0.31428778171539307], ['sad', 0.3029298186302185], ['angry', 0.13403940200805664], ['happy', 0.1059061586856842], ['serious', 0.07081028819084167]]"
556,"[['calm', 0.3259362280368805], ['sad', 0.3130795359611511], ['angry', 0.1386549174785614], ['happy', 0.10897506773471832], ['serious', 0.07314027845859528]]"
557,"[['calm', 0.324029803276062], ['sad', 0.31292349100112915], ['angry', 0.13754545152187347], ['happy', 0.10759276896715164], ['serious', 0.07272325456142426]]"
558,"[['calm', 0.3344160318374634], ['sad', 0.3340122401714325], ['angry', 0.14079511165618896], ['happy', 0.10945495218038559], ['serious', 0.07442326098680496]]"
559,"[['calm', 0.3290294408798218], ['sad', 0.32208770513534546], ['angry', 0.15274810791015625], ['happy', 0.11959902942180634], ['serious', 0.07506692409515381]]"
560,"[['calm', 0.32434868812561035], ['sad', 0.3121996521949768], ['angry', 0.16137993335723877], ['happy', 0.13409875333309174], ['serious', 0.07921910285949707]]"
561,"[['calm', 0.3360135555267334], ['sad', 0.3020797669887543], ['angry', 0.16386185586452484], ['happy', 0.13664527237415314], ['serious', 0.0819581001996994]]"
562,"[['calm', 0.34204235672950745], ['sad', 0.3078221380710602], ['angry', 0.1627931445837021], ['happy', 0.1378709077835083], ['serious', 0.0787702277302742]]"
563,"[['calm', 0.3517667353153229], ['sad', 0.31461524963378906], ['angry', 0.15264470875263214], ['happy', 0.13554832339286804], ['serious', 0.0740850418806076]]"
564,"[['calm', 0.3610481917858124], ['sad', 0.3304974138736725], ['angry', 0.1433883160352707], ['happy', 0.12535980343818665], ['serious', 0.06965773552656174]]"
565,"[['calm', 0.3790975511074066], ['sad', 0.3717045187950134], ['angry', 0.11849537491798401], ['happy', 0.11050445586442947], ['serious', 0.06436634063720703]]"
566,"[['sad', 0.3992708921432495], ['calm', 0.3763352632522583], ['angry', 0.10335726290941238], ['happy', 0.09455105662345886], ['serious', 0.061421770602464676]]"
567,"[['sad', 0.402508407831192], ['calm', 0.3811248242855072], ['angry', 0.09992987662553787], ['happy', 0.09927467256784439], ['serious', 0.060771286487579346]]"
568,"[['sad', 0.4036411643028259], ['calm', 0.39500361680984497], ['angry', 0.10238564014434814], ['happy', 0.09216021001338959], ['serious', 0.0622672364115715]]"
569,"[['sad', 0.41797319054603577], ['calm', 0.40890631079673767], ['angry', 0.10560111701488495], ['happy', 0.0989171490073204], ['serious', 0.073271743953228]]"
570,"[['calm', 0.4069163501262665], ['sad', 0.4034954011440277], ['angry', 0.10776634514331818], ['happy', 0.1023811548948288], ['serious', 0.07837335765361786]]"
571,"[['sad', 0.4068740904331207], ['calm', 0.3981297016143799], ['angry', 0.09396447986364365], ['happy', 0.0938182920217514], ['serious', 0.07106068730354309]]"
572,"[['sad', 0.4165698289871216], ['calm', 0.40500083565711975], ['happy', 0.09946132451295853], ['angry', 0.07965439558029175], ['serious', 0.06433245539665222]]"
573,"[['calm', 0.40540626645088196], ['sad', 0.4046206474304199], ['happy', 0.10461119562387466], ['angry', 0.08446544408798218], ['serious', 0.06520872563123703]]"
574,"[['calm', 0.4102846086025238], ['sad', 0.38742920756340027], ['happy', 0.09730743616819382], ['angry', 0.0821596309542656], ['serious', 0.0667029321193695]]"
575,"[['calm', 0.42055022716522217], ['sad', 0.37795037031173706], ['happy', 0.09632433205842972], ['angry', 0.07325058430433273], ['serious', 0.0660245418548584]]"
576,"[['calm', 0.4050099849700928], ['sad', 0.38454899191856384], ['happy', 0.10250715911388397], ['angry', 0.071071557700634], ['serious', 0.05791391432285309]]"
577,"[['calm', 0.39261510968208313], ['sad', 0.33468377590179443], ['happy', 0.11230115592479706], ['angry', 0.09650027751922607], ['serious', 0.0659605860710144]]"
578,"[['calm', 0.37674590945243835], ['sad', 0.3321191668510437], ['happy', 0.10261008143424988], ['angry', 0.0969804972410202], ['serious', 0.07032797485589981]]"
579,"[['calm', 0.3872802257537842], ['sad', 0.3193378746509552], ['angry', 0.11670928448438644], ['happy', 0.10315854847431183], ['serious', 0.08008939772844315]]"
580,"[['calm', 0.38031452894210815], ['sad', 0.3281662166118622], ['angry', 0.12531833350658417], ['happy', 0.10099491477012634], ['serious', 0.0727827325463295]]"
581,"[['calm', 0.3785889148712158], ['sad', 0.29655012488365173], ['angry', 0.11604660749435425], ['happy', 0.10899609327316284], ['serious', 0.0677199438214302]]"
582,"[['calm', 0.35767751932144165], ['sad', 0.2487611472606659], ['happy', 0.11243002116680145], ['angry', 0.1008574515581131], ['serious', 0.06433188170194626]]"
583,"[['calm', 0.34075790643692017], ['sad', 0.22716504335403442], ['happy', 0.12810350954532623], ['angry', 0.11079216003417969], ['serious', 0.06983669847249985]]"
584,"[['calm', 0.3528229892253876], ['sad', 0.23637530207633972], ['happy', 0.12384528666734695], ['angry', 0.11011853814125061], ['serious', 0.07441861182451248]]"
585,"[['calm', 0.3717692196369171], ['sad', 0.2356717884540558], ['happy', 0.1323435753583908], ['angry', 0.10041015595197678], ['serious', 0.06750890612602234]]"
586,"[['calm', 0.3557700514793396], ['sad', 0.22012551128864288], ['happy', 0.13340166211128235], ['angry', 0.1016736701130867], ['serious', 0.06616857647895813]]"
587,"[['calm', 0.3512284457683563], ['sad', 0.23389258980751038], ['happy', 0.12533418834209442], ['angry', 0.0863499566912651], ['good', 0.062282197177410126]]"
588,"[['calm', 0.3642388880252838], ['sad', 0.24080495536327362], ['happy', 0.11772900819778442], ['angry', 0.08552953600883484], ['tired', 0.062024857848882675]]"
589,"[['calm', 0.3564646244049072], ['sad', 0.23382876813411713], ['happy', 0.1234760582447052], ['angry', 0.08316294848918915], ['good', 0.06163538247346878]]"
590,"[['calm', 0.36430779099464417], ['sad', 0.25530722737312317], ['happy', 0.1155240535736084], ['angry', 0.07406559586524963], ['serious', 0.05815090611577034]]"
591,"[['calm', 0.3782867193222046], ['sad', 0.2661150395870209], ['happy', 0.10531827062368393], ['angry', 0.0690745934844017], ['serious', 0.059991318732500076]]"
592,"[['calm', 0.39334768056869507], ['sad', 0.24856814742088318], ['happy', 0.10178044438362122], ['angry', 0.07084055244922638], ['serious', 0.06403880566358566]]"
593,"[['calm', 0.4119989275932312], ['sad', 0.25080135464668274], ['happy', 0.09672083705663681], ['serious', 0.06866074353456497], ['angry', 0.06786507368087769]]"
594,"[['calm', 0.411630779504776], ['sad', 0.2528056502342224], ['happy', 0.0874437764286995], ['angry', 0.06449741870164871], ['serious', 0.06263010948896408]]"
595,"[['calm', 0.3951151669025421], ['sad', 0.25952333211898804], ['happy', 0.0899098664522171], ['angry', 0.06488146632909775], ['serious', 0.06334201991558075]]"
596,"[['calm', 0.35601264238357544], ['sad', 0.2601628005504608], ['happy', 0.08754818886518478], ['angry', 0.06311862915754318], ['tired', 0.061836712062358856]]"
597,"[['calm', 0.35561704635620117], ['sad', 0.26996445655822754], ['happy', 0.08262902498245239], ['angry', 0.07081335037946701], ['tired', 0.06015871465206146]]"
598,"[['calm', 0.35758116841316223], ['sad', 0.2715964913368225], ['happy', 0.08521813154220581], ['angry', 0.0731414407491684], ['tired', 0.05635881796479225]]"
599,"[['calm', 0.34979262948036194], ['sad', 0.25839269161224365], ['happy', 0.09151426702737808], ['angry', 0.0681045651435852], ['tired', 0.05467989295721054]]"
600,"[['calm', 0.3411255180835724], ['sad', 0.24690444767475128], ['happy', 0.09606190025806427], ['angry', 0.06633291393518448], ['serious', 0.05630543455481529]]"
601,"[['calm', 0.36341923475265503], ['sad', 0.258075475692749], ['happy', 0.09430041164159775], ['angry', 0.0680588111281395], ['serious', 0.061215516179800034]]"
602,"[['calm', 0.39126601815223694], ['sad', 0.2889152467250824], ['happy', 0.08524204790592194], ['angry', 0.07085063308477402], ['serious', 0.06147260591387749]]"
603,"[['calm', 0.3983326256275177], ['sad', 0.3051642179489136], ['happy', 0.08992450684309006], ['angry', 0.07185430079698563], ['tired', 0.05837118998169899]]"
604,"[['calm', 0.3959213197231293], ['sad', 0.3155369162559509], ['happy', 0.09185369312763214], ['angry', 0.07001130282878876], ['tired', 0.05774746090173721]]"
605,"[['calm', 0.4075644910335541], ['sad', 0.3224550783634186], ['happy', 0.09813269227743149], ['angry', 0.06452850997447968], ['tired', 0.05433773249387741]]"
606,"[['calm', 0.37419047951698303], ['sad', 0.30776044726371765], ['happy', 0.10017355531454086], ['angry', 0.0643964409828186], ['tired', 0.05694165453314781]]"
607,"[['calm', 0.35788393020629883], ['sad', 0.30604204535484314], ['happy', 0.10490427911281586], ['angry', 0.08314226567745209], ['tired', 0.06326644122600555]]"
608,"[['calm', 0.36291804909706116], ['sad', 0.30410081148147583], ['happy', 0.11551370471715927], ['angry', 0.09219664335250854], ['tired', 0.06889385730028152]]"
609,"[['calm', 0.3489783704280853], ['sad', 0.3080070912837982], ['happy', 0.10895099490880966], ['angry', 0.09230852127075195], ['tired', 0.0725044533610344]]"
610,"[['calm', 0.346596360206604], ['sad', 0.30440089106559753], ['happy', 0.10373546183109283], ['angry', 0.08609024435281754], ['tired', 0.06671903282403946]]"
611,"[['calm', 0.3520198166370392], ['sad', 0.2978557050228119], ['happy', 0.10690977424383163], ['angry', 0.0827234759926796], ['tired', 0.06414373219013214]]"
612,"[['calm', 0.36655786633491516], ['sad', 0.28284206986427307], ['happy', 0.10458838194608688], ['angry', 0.07252959161996841], ['tired', 0.05872993543744087]]"
613,"[['calm', 0.35664454102516174], ['sad', 0.27125048637390137], ['happy', 0.10417316108942032], ['angry', 0.07070044428110123], ['tired', 0.05814364552497864]]"
614,"[['calm', 0.3684956133365631], ['sad', 0.26257434487342834], ['happy', 0.10632321983575821], ['angry', 0.06862404197454453], ['tired', 0.057406432926654816]]"
615,"[['calm', 0.3704843819141388], ['sad', 0.2542879283428192], ['happy', 0.1062227189540863], ['angry', 0.06635363399982452], ['tired', 0.05849399417638779]]"
616,"[['calm', 0.3818269968032837], ['sad', 0.25662630796432495], ['happy', 0.1023150384426117], ['angry', 0.06337763369083405], ['tired', 0.05814701318740845]]"
617,"[['calm', 0.3741743564605713], ['sad', 0.253680944442749], ['happy', 0.10315630584955215], ['angry', 0.06081334128975868], ['tired', 0.054302413016557693]]"
618,"[['calm', 0.36865755915641785], ['sad', 0.2665305733680725], ['happy', 0.10145238786935806], ['angry', 0.06073879078030586], ['tired', 0.056230347603559494]]"
619,"[['calm', 0.3645932674407959], ['sad', 0.2664111256599426], ['happy', 0.10049787908792496], ['angry', 0.05775192752480507], ['tired', 0.05597902834415436]]"
620,"[['calm', 0.36435145139694214], ['sad', 0.2745482921600342], ['happy', 0.09660961478948593], ['tired', 0.06102018058300018], ['angry', 0.058489806950092316]]"
621,"[['calm', 0.3672197759151459], ['sad', 0.28124213218688965], ['happy', 0.10195174068212509], ['tired', 0.05913161113858223], ['angry', 0.058707691729068756]]"
622,"[['calm', 0.3552439510822296], ['sad', 0.27844199538230896], ['happy', 0.11118946224451065], ['angry', 0.06350155919790268], ['tired', 0.058316729962825775]]"
623,"[['calm', 0.35098162293434143], ['sad', 0.291414737701416], ['happy', 0.11243549734354019], ['angry', 0.06892835348844528], ['tired', 0.05750546231865883]]"
624,"[['calm', 0.33881959319114685], ['sad', 0.29220452904701233], ['happy', 0.11513249576091766], ['angry', 0.0741419643163681], ['tired', 0.054483719170093536]]"
625,"[['calm', 0.3437730073928833], ['sad', 0.30009809136390686], ['happy', 0.10497827082872391], ['angry', 0.07504315674304962], ['tired', 0.058413561433553696]]"
626,"[['calm', 0.3577398657798767], ['sad', 0.3035202622413635], ['happy', 0.10565464943647385], ['angry', 0.07478687167167664], ['tired', 0.0566834956407547]]"
627,"[['calm', 0.3676760196685791], ['sad', 0.2918076813220978], ['happy', 0.11108982563018799], ['angry', 0.0709725096821785], ['tired', 0.05273810774087906]]"
628,"[['calm', 0.36814796924591064], ['sad', 0.2855071425437927], ['happy', 0.10688753426074982], ['angry', 0.0698765441775322], ['tired', 0.05198926106095314]]"
629,"[['calm', 0.358042448759079], ['sad', 0.27748915553092957], ['happy', 0.11692921072244644], ['angry', 0.07369672507047653], ['tired', 0.04984511435031891]]"
630,"[['calm', 0.36274170875549316], ['sad', 0.28101128339767456], ['happy', 0.11624036729335785], ['angry', 0.07242047786712646], ['tired', 0.049122314900159836]]"
631,"[['calm', 0.3489586114883423], ['sad', 0.28565895557403564], ['happy', 0.1117558628320694], ['angry', 0.07261526584625244], ['tired', 0.05054359883069992]]"
632,"[['calm', 0.3583402633666992], ['sad', 0.28280559182167053], ['happy', 0.11695361882448196], ['angry', 0.070071280002594], ['tired', 0.04929696023464203]]"
633,"[['calm', 0.36174315214157104], ['sad', 0.2804113030433655], ['happy', 0.11825297772884369], ['angry', 0.07003987580537796], ['tired', 0.05002935230731964]]"
634,"[['calm', 0.36281079053878784], ['sad', 0.2841476798057556], ['happy', 0.11759824305772781], ['angry', 0.06997121870517731], ['tired', 0.05096832662820816]]"
635,"[['calm', 0.3676719665527344], ['sad', 0.29752039909362793], ['happy', 0.11953278630971909], ['angry', 0.06561455875635147], ['tired', 0.051083117723464966]]"
636,"[['calm', 0.3608948588371277], ['sad', 0.2960222363471985], ['happy', 0.1254567801952362], ['angry', 0.06703019142150879], ['tired', 0.04944392293691635]]"
637,"[['calm', 0.3615862727165222], ['sad', 0.3011828660964966], ['happy', 0.12132048606872559], ['angry', 0.0657188817858696], ['tired', 0.0502171516418457]]"
638,"[['calm', 0.36549872159957886], ['sad', 0.30380743741989136], ['happy', 0.12243243306875229], ['angry', 0.06665948033332825], ['tired', 0.048096008598804474]]"
639,"[['calm', 0.36500102281570435], ['sad', 0.30340734124183655], ['happy', 0.12093920260667801], ['angry', 0.06768933683633804], ['tired', 0.0494413785636425]]"
640,"[['calm', 0.3661841154098511], ['sad', 0.2995290756225586], ['happy', 0.12001913785934448], ['angry', 0.07049410790205002], ['tired', 0.04889834299683571]]"
641,"[['calm', 0.37472763657569885], ['sad', 0.3009655773639679], ['happy', 0.11791892349720001], ['angry', 0.07056059688329697], ['tired', 0.05043262243270874]]"
642,"[['calm', 0.3883299231529236], ['sad', 0.29933324456214905], ['happy', 0.11539953202009201], ['angry', 0.07016192376613617], ['serious', 0.05436262488365173]]"
643,"[['calm', 0.3902195692062378], ['sad', 0.3027355670928955], ['happy', 0.11097045987844467], ['angry', 0.06581540405750275], ['serious', 0.05263931676745415]]"
644,"[['calm', 0.3969174027442932], ['sad', 0.3028648793697357], ['happy', 0.11450561136007309], ['angry', 0.06693954765796661], ['serious', 0.05409924313426018]]"
645,"[['calm', 0.3944743871688843], ['sad', 0.3063407838344574], ['happy', 0.11078896373510361], ['angry', 0.06788100302219391], ['tired', 0.05716912820935249]]"
646,"[['calm', 0.3867281377315521], ['sad', 0.29376220703125], ['happy', 0.11503906548023224], ['angry', 0.06963374465703964], ['tired', 0.05695468559861183]]"
647,"[['calm', 0.39117559790611267], ['sad', 0.2888358533382416], ['happy', 0.1158742755651474], ['angry', 0.07139252871274948], ['tired', 0.058184292167425156]]"
648,"[['calm', 0.37918445467948914], ['sad', 0.29122480750083923], ['happy', 0.11796882003545761], ['angry', 0.07440247386693954], ['tired', 0.058272525668144226]]"
649,"[['calm', 0.37401553988456726], ['sad', 0.29950839281082153], ['happy', 0.11561917513608932], ['angry', 0.07206506282091141], ['tired', 0.059164393693208694]]"
650,"[['calm', 0.36486220359802246], ['sad', 0.3037429451942444], ['happy', 0.12277628481388092], ['angry', 0.07234487682580948], ['tired', 0.058158911764621735]]"
651,"[['calm', 0.3657674789428711], ['sad', 0.30467140674591064], ['happy', 0.12896887958049774], ['angry', 0.07192757725715637], ['tired', 0.056391455233097076]]"
652,"[['calm', 0.3568233251571655], ['sad', 0.29723116755485535], ['happy', 0.13725699484348297], ['angry', 0.06880556046962738], ['tired', 0.05196025222539902]]"
653,"[['calm', 0.3559786379337311], ['sad', 0.3067837953567505], ['happy', 0.14194133877754211], ['angry', 0.06646914035081863], ['serious', 0.05037911236286163]]"
654,"[['calm', 0.3568127751350403], ['sad', 0.3117709755897522], ['happy', 0.14270560443401337], ['angry', 0.06519658118486404], ['serious', 0.05135325714945793]]"
655,"[['calm', 0.35118862986564636], ['sad', 0.3214585781097412], ['happy', 0.143641859292984], ['angry', 0.06066649779677391], ['serious', 0.046974342316389084]]"
656,"[['calm', 0.35190221667289734], ['sad', 0.31932687759399414], ['happy', 0.14492188394069672], ['angry', 0.06365352123975754], ['serious', 0.047283072024583817]]"
657,"[['calm', 0.3705153465270996], ['sad', 0.3208356499671936], ['happy', 0.138350248336792], ['angry', 0.06356050819158554], ['serious', 0.049988068640232086]]"
658,"[['calm', 0.35873186588287354], ['sad', 0.3291008174419403], ['happy', 0.13502760231494904], ['angry', 0.05733224377036095], ['serious', 0.045229315757751465]]"
659,"[['calm', 0.35510334372520447], ['sad', 0.3229580223560333], ['happy', 0.1353910267353058], ['angry', 0.06003323197364807], ['serious', 0.048760779201984406]]"
660,"[['calm', 0.3623741567134857], ['sad', 0.33232784271240234], ['happy', 0.1405114233493805], ['angry', 0.05927347391843796], ['serious', 0.048772238194942474]]"
661,"[['calm', 0.3732820153236389], ['sad', 0.3320354223251343], ['happy', 0.12901879847049713], ['angry', 0.06167010962963104], ['serious', 0.05221166834235191]]"
662,"[['calm', 0.3893163800239563], ['sad', 0.3418378531932831], ['happy', 0.12960058450698853], ['angry', 0.06770867109298706], ['serious', 0.05454838648438454]]"
663,"[['calm', 0.40463438630104065], ['sad', 0.3388124704360962], ['happy', 0.123576819896698], ['angry', 0.06694275140762329], ['serious', 0.054395947605371475]]"
664,"[['calm', 0.4156617522239685], ['sad', 0.335903525352478], ['happy', 0.12361662089824677], ['angry', 0.06533560156822205], ['serious', 0.054587915539741516]]"
665,"[['calm', 0.4272739589214325], ['sad', 0.33452704548835754], ['happy', 0.1334170252084732], ['angry', 0.06603945791721344], ['serious', 0.05582096800208092]]"
666,"[['calm', 0.42762520909309387], ['sad', 0.3356696665287018], ['happy', 0.13398119807243347], ['angry', 0.06409547477960587], ['serious', 0.04935456067323685]]"
667,"[['calm', 0.4106312394142151], ['sad', 0.3353697657585144], ['happy', 0.13796472549438477], ['angry', 0.05893741175532341], ['tired', 0.044893648475408554]]"
668,"[['calm', 0.39012137055397034], ['sad', 0.3247225284576416], ['happy', 0.14157624542713165], ['angry', 0.05167732760310173], ['tired', 0.04160957410931587]]"
669,"[['calm', 0.38709354400634766], ['sad', 0.32786259055137634], ['happy', 0.1385515332221985], ['angry', 0.04396138712763786], ['tired', 0.0436234213411808]]"
670,"[['calm', 0.39209142327308655], ['sad', 0.3401170074939728], ['happy', 0.14841391146183014], ['tired', 0.04496536776423454], ['angry', 0.04147610813379288]]"
671,"[['calm', 0.39412185549736023], ['sad', 0.33912020921707153], ['happy', 0.1495082825422287], ['tired', 0.04482649266719818], ['angry', 0.039901893585920334]]"
672,"[['calm', 0.39158809185028076], ['sad', 0.3337308466434479], ['happy', 0.14820487797260284], ['tired', 0.04501986876130104], ['angry', 0.038860104978084564]]"
673,"[['calm', 0.3834635019302368], ['sad', 0.3344862163066864], ['happy', 0.14827516674995422], ['tired', 0.04672692343592644], ['sleeping', 0.03912141174077988]]"
674,"[['calm', 0.3979015350341797], ['sad', 0.34004566073417664], ['happy', 0.13467547297477722], ['tired', 0.04852907359600067], ['sleeping', 0.03903743252158165]]"
675,"[['calm', 0.4144066274166107], ['sad', 0.3470510244369507], ['happy', 0.12875398993492126], ['tired', 0.04917342960834503], ['angry', 0.04094289243221283]]"
676,"[['calm', 0.41626089811325073], ['sad', 0.34959593415260315], ['happy', 0.12123137712478638], ['tired', 0.053237732499837875], ['angry', 0.04294770956039429]]"
677,"[['calm', 0.42005977034568787], ['sad', 0.3540399968624115], ['happy', 0.1199217364192009], ['tired', 0.05411143973469734], ['angry', 0.04529823362827301]]"
678,"[['calm', 0.39878785610198975], ['sad', 0.34459272027015686], ['happy', 0.11483407765626907], ['tired', 0.05564400553703308], ['angry', 0.04901633784174919]]"
679,"[['calm', 0.39752012491226196], ['sad', 0.33336272835731506], ['happy', 0.11363329738378525], ['tired', 0.05648846924304962], ['angry', 0.05106787756085396]]"
680,"[['calm', 0.39272162318229675], ['sad', 0.3186633884906769], ['happy', 0.1219806894659996], ['tired', 0.05647500231862068], ['angry', 0.05422273650765419]]"
681,"[['calm', 0.40598443150520325], ['sad', 0.3162122666835785], ['happy', 0.12986019253730774], ['angry', 0.05912148952484131], ['tired', 0.05664685368537903]]"
682,"[['calm', 0.4096623957157135], ['sad', 0.3205193281173706], ['happy', 0.13887327909469604], ['angry', 0.06639476865530014], ['tired', 0.0573384054005146]]"
683,"[['calm', 0.4262566566467285], ['sad', 0.3137234151363373], ['happy', 0.1377902776002884], ['angry', 0.06844688951969147], ['tired', 0.05630500614643097]]"
684,"[['calm', 0.42050158977508545], ['sad', 0.3046480119228363], ['happy', 0.13430780172348022], ['angry', 0.07391650229692459], ['tired', 0.058137211948633194]]"
685,"[['calm', 0.4175553619861603], ['sad', 0.2886559069156647], ['happy', 0.1293276697397232], ['angry', 0.0766211599111557], ['tired', 0.06211438402533531]]"
686,"[['calm', 0.39347511529922485], ['sad', 0.2829129993915558], ['happy', 0.12520475685596466], ['angry', 0.0708993673324585], ['tired', 0.06409303843975067]]"
687,"[['calm', 0.3923356831073761], ['sad', 0.2793172299861908], ['happy', 0.1277875453233719], ['angry', 0.07645688951015472], ['tired', 0.06446090340614319]]"
688,"[['calm', 0.38351792097091675], ['sad', 0.2719947099685669], ['happy', 0.1301596462726593], ['angry', 0.08015531301498413], ['tired', 0.064786896109581]]"
689,"[['calm', 0.3863318860530853], ['sad', 0.2598245441913605], ['happy', 0.1309521198272705], ['angry', 0.07827165722846985], ['tired', 0.06659168004989624]]"
690,"[['calm', 0.37234294414520264], ['sad', 0.2718484103679657], ['happy', 0.12843386828899384], ['angry', 0.07133348286151886], ['tired', 0.06703568994998932]]"
